iter	MAE	Quantile:alpha=0.7
997	2943.72072	1178.911146
998	2942.407024	1178.249023
999	2941.164798	1177.741884
1000	2939.646381	1176.910244
1001	2938.93501	1176.553889
1002	2938.020777	1175.893306
1003	2937.563556	1175.719789
1004	2936.840933	1175.304871
1005	2935.506144	1174.942233
1006	2934.805868	1174.67778
1007	2934.204474	1174.286322
1008	2933.13756	1173.761192
1009	2932.73694	1173.567278
1010	2932.280775	1173.399858
1011	2931.284782	1172.816184
1012	2930.354784	1172.326536
1013	2929.185855	1171.552142
1014	2928.551826	1171.216792
1015	2927.912049	1170.941274
1016	2926.174475	1170.168813
1017	2925.520849	1169.769867
1018	2925.110138	1169.5597
1019	2924.668932	1169.359061
1020	2923.995745	1169.070138
1021	2922.439471	1168.366199
1022	2921.302289	1167.719345
1023	2919.566993	1167.043223
1024	2918.760812	1166.609186
1025	2918.444806	1166.2521
1026	2916.676512	1165.537135
1027	2915.531129	1165.055687
1028	2914.639886	1164.590098
1029	2914.150758	1164.355027
1030	2912.713447	1163.463521
1031	2911.909136	1163.162337
1032	2911.33128	1162.875446
1033	2910.891101	1162.678945
1034	2910.143494	1162.329284
1035	2909.574735	1162.030815
1036	2909.063811	1161.636704
1037	2907.030428	1160.790229
1038	2906.617958	1160.655601
1039	2905.601398	1160.256914
1040	2904.914125	1159.956455
1041	2904.55559	1159.722584
1042	2901.932611	1158.421094
1043	2901.431863	1158.178608
1044	2900.108102	1157.735373
1045	2899.745478	1157.585029
1046	2899.600681	1157.556484
1047	2898.732302	1157.12423
1048	2898.288839	1156.931561
1049	2897.684345	1156.612474
1050	2896.079989	1156.0959
1051	2891.692364	1153.629885
1052	2890.609148	1153.150432
1053	2890.30474	1153.052837
1054	2888.871125	1152.642241
1055	2888.314194	1152.381893
1056	2887.396387	1151.941372
1057	2886.685778	1151.64806
1058	2886.073932	1151.396248
1059	2885.337011	1151.054715
1060	2884.958273	1150.955818
1061	2884.481747	1150.765606
1062	2884.230405	1150.684287
1063	2883.078647	1150.231508
1064	2881.336423	1149.795051
1065	2880.982287	1149.69579
1066	2880.224662	1149.330969
1067	2878.454956	1148.727493
1068	2878.017272	1148.566836
1069	2877.252427	1148.122649
1070	2876.316756	1147.555413
1071	2875.90189	1147.387284
1072	2874.98879	1146.94045
1073	2874.423945	1146.600573
1074	2873.638781	1146.147326
1075	2871.925011	1145.640811
1076	2871.043799	1145.210703
1077	2870.633565	1145.000647
1078	2869.950242	1144.612791
1079	2868.999862	1144.193317
1080	2866.160974	1142.936892
1081	2864.233319	1142.308978
1082	2863.823071	1142.107175
1083	2861.626172	1141.220901
1084	2861.380668	1141.139862
1085	2859.425166	1140.22939
1086	2858.405312	1139.376537
1087	2858.251372	1139.335805
1088	2857.709435	1139.074099
1089	2856.172764	1138.553184
1090	2855.605054	1138.31478
1091	2854.272239	1137.934911
1092	2852.107633	1137.015653
1093	2851.771447	1136.880975
1094	2850.9875	1136.404172
1095	2850.465266	1136.095751
1096	2849.041449	1135.635969
1097	2848.286288	1135.235618
1098	2847.423494	1134.698306
1099	2846.806852	1134.311904
1100	2846.473264	1134.18913
1101	2846.171845	1134.085776
1102	2845.518012	1133.835507
1103	2844.815843	1133.432228
1104	2844.463404	1133.30024
1105	2843.947541	1133.086872
1106	2841.563275	1131.819554
1107	2840.834817	1131.452738
1108	2840.183891	1131.10066
1109	2839.865468	1130.968349
1110	2839.331949	1130.627464
1111	2838.743571	1130.342599
1112	2834.798607	1128.324236
1113	2833.323445	1127.605279
1114	2832.129991	1126.942103
1115	2831.536865	1126.728506
1116	2831.142726	1126.580888
1117	2830.253791	1126.194419
1118	2829.698032	1125.816747
1119	2828.588798	1125.421036
1120	2827.743694	1124.872987
1121	2827.369406	1124.738641
1122	2826.555807	1124.297221
1123	2825.358053	1123.915103
1124	2824.897262	1123.715469
1125	2824.550076	1123.532576
1126	2823.940266	1123.164386
1127	2823.731416	1122.971149
1128	2821.474834	1122.124785
1129	2820.448179	1121.836668
1130	2819.632521	1121.46936
1131	2818.789779	1121.040846
1132	2818.196688	1120.768408
1133	2817.967484	1120.694164
1134	2817.778651	1120.662985
1135	2816.854504	1120.027963
1136	2815.8963	1119.61503
1137	2815.476141	1119.439204
1138	2813.967916	1118.627399
1139	2812.787312	1118.145984
1140	2812.52687	1118.02318
1141	2812.023541	1117.79192
1142	2811.005896	1117.282818
1143	2810.636689	1117.092378
1144	2810.337269	1116.946918
1145	2809.954002	1116.812684
1146	2808.780129	1116.091553
1147	2808.3859	1115.949798
1148	2807.93265	1115.720101
1149	2807.597965	1115.551322
1150	2806.399394	1114.673739
1151	2804.492151	1113.946945
1152	2804.080912	1113.756922
1153	2803.654209	1113.547058
1154	2803.14688	1113.307214
1155	2802.520438	1112.954982
1156	2800.646371	1111.866696
1157	2798.457873	1110.322131
1158	2797.878963	1110.092669
1159	2797.307789	1109.879538
1160	2796.609143	1109.470299
1161	2795.947454	1109.020098
1162	2795.392609	1108.620538
1163	2794.671425	1108.315741
1164	2794.452841	1108.24477
1165	2793.82463	1108.039101
1166	2793.507575	1107.921609
1167	2792.755217	1107.568884
1168	2792.23168	1107.32029
1169	2791.382965	1106.951871
1170	2790.723921	1106.574867
1171	2790.547053	1106.493413
1172	2789.855329	1106.10428
1173	2789.148158	1105.793161
1174	2788.181596	1105.321068
1175	2786.521159	1104.695634
1176	2786.144538	1104.486815
1177	2785.761798	1104.361405
1178	2785.236451	1104.119449
1179	2784.701784	1103.901159
1180	2784.34229	1103.776916
1181	2782.836424	1103.378256
1182	2782.369585	1103.145049
1183	2781.381553	1102.866302
1184	2780.956038	1102.541552
1185	2780.311435	1102.227368
1186	2778.707294	1101.366938
1187	2778.3094	1101.17371
1188	2777.203869	1100.627519
1189	2777.009354	1100.563475
1190	2776.740082	1100.455695
1191	2775.998181	1100.238125
1192	2775.476394	1100.014841
1193	2774.195334	1099.262947
1194	2773.862709	1099.147111
1195	2772.537584	1098.606349
1196	2771.917841	1098.332244
1197	2771.586935	1098.17307
1198	2771.355593	1098.058718
1199	2771.06526	1097.974779
1200	2769.342445	1097.030611
1201	2768.645293	1096.700814
1202	2768.225631	1096.539328
1203	2768.031794	1096.524261
1204	2764.586258	1094.522835
1205	2764.405635	1094.475483
1206	2764.070658	1094.389214
1207	2763.687464	1094.235974
1208	2763.368348	1094.122966
1209	2762.080404	1093.721477
1210	2760.123548	1093.053649
1211	2758.377009	1092.156787
1212	2757.42323	1091.607359
1213	2756.689717	1091.19105
1214	2755.989833	1090.859077
1215	2754.622862	1090.298659
1216	2754.163554	1090.144849
1217	2753.464162	1089.820276
1218	2752.889937	1089.542346
1219	2752.518249	1089.366643
1220	2751.875585	1089.02407
1221	2751.122757	1088.68024
1222	2750.855641	1088.543049
1223	2750.374342	1088.287925
1224	2749.811027	1088.007933
1225	2749.609826	1087.939325
1226	2749.140605	1087.655155
1227	2748.235465	1087.185468
1228	2747.332404	1086.86836
1229	2746.008673	1086.311046
1230	2745.599735	1086.163679
1231	2744.42915	1085.765613
1232	2743.699225	1085.318555
1233	2742.454781	1084.601453
1234	2741.877139	1084.367351
1235	2741.272212	1084.071448
1236	2739.841954	1083.427741
1237	2739.217756	1083.112078
1238	2738.548625	1082.789655
1239	2737.773993	1082.434417
1240	2737.286025	1082.247259
1241	2735.587871	1081.25463
1242	2734.472498	1080.673752
1243	2733.06582	1080.024688
1244	2732.449284	1079.735993
1245	2732.03863	1079.558862
1246	2731.330328	1079.20214
1247	2730.766589	1078.927798
1248	2728.817343	1078.105866
1249	2727.609175	1077.642717
1250	2727.19734	1077.463807
1251	2727.101624	1077.403344
1252	2724.89254	1076.663518
1253	2722.802482	1075.77916
1254	2722.216605	1075.544582
1255	2721.888908	1075.371614
1256	2721.545563	1075.225265
1257	2720.968507	1074.902857
1258	2720.690986	1074.809707
1259	2720.066966	1074.428136
1260	2718.037623	1073.417893
1261	2715.759818	1072.707754
1262	2715.308391	1072.551822
1263	2714.783484	1072.307331
1264	2714.207864	1072.066161
1265	2713.90828	1071.938382
1266	2713.573433	1071.787679
1267	2712.826488	1071.496168
1268	2712.454246	1071.345419
1269	2712.185256	1071.274389
1270	2710.779787	1070.671025
1271	2710.4154	1070.477622
1272	2709.754953	1070.167303
1273	2707.607466	1069.329931
1274	2706.647749	1068.99146
1275	2706.26365	1068.841835
1276	2705.673211	1068.537342
1277	2705.351368	1068.40296
1278	2705.119531	1068.345509
1279	2704.785553	1068.183578
1280	2703.486103	1067.628281
1281	2702.611263	1067.196462
1282	2701.647565	1066.747876
1283	2701.109723	1066.520801
1284	2700.276923	1066.259715
1285	2699.623988	1065.929635
1286	2699.194077	1065.768775
1287	2698.720043	1065.580911
1288	2698.519444	1065.505538
1289	2697.95349	1065.206011
1290	2697.730219	1065.080232
1291	2697.286835	1064.889428
1292	2696.741174	1064.598755
1293	2696.070247	1064.359999
1294	2693.357104	1063.193899
1295	2691.875142	1062.283631
1296	2691.466019	1062.056636
1297	2689.080133	1061.009224
1298	2688.524782	1060.683785
1299	2688.254367	1060.595789
1300	2687.29684	1060.173473
1301	2684.614302	1058.985828
1302	2684.249169	1058.835584
1303	2683.867458	1058.68075
1304	2682.905695	1058.308005
1305	2682.134346	1057.97867
1306	2681.451586	1057.638095
1307	2680.736167	1057.252075
1308	2680.034246	1057.054815
1309	2679.570796	1056.830788
1310	2679.416664	1056.766722
1311	2678.691457	1056.401718
1312	2677.476624	1055.956579
1313	2677.106302	1055.81288
1314	2676.689679	1055.615305
1315	2676.274546	1055.432397
1316	2674.480971	1054.780784
1317	2673.502484	1054.262963
1318	2672.932102	1054.00728
1319	2672.638202	1053.903322
1320	2672.146123	1053.674659
1321	2671.29706	1053.27586
1322	2669.954752	1052.901646
1323	2669.775995	1052.827223
1324	2668.283349	1052.309153
1325	2667.72755	1051.983559
1326	2667.25035	1051.839474
1327	2666.764392	1051.628099
1328	2666.213685	1051.375814
1329	2665.591226	1051.106658
1330	2665.00973	1050.882408
1331	2664.519598	1050.666897
1332	2664.039686	1050.405875
1333	2663.559386	1050.19931
1334	2662.897034	1049.907198
1335	2661.888282	1049.587838
1336	2661.057825	1049.27262
1337	2660.791144	1049.178629
1338	2660.3452	1048.962493
1339	2659.898135	1048.719193
1340	2659.375113	1048.500345
1341	2658.81793	1048.203901
1342	2658.460705	1048.085164
1343	2657.581171	1047.677303
1344	2657.213399	1047.517005
1345	2655.938256	1047.040895
1346	2655.317575	1046.872891
1347	2654.718249	1046.594963
1348	2654.401535	1046.476733
1349	2653.70499	1046.069431
1350	2653.329449	1045.86546
1351	2651.831898	1045.183893
1352	2651.536246	1045.07299
1353	2650.822184	1044.728665
1354	2650.195254	1044.456105
1355	2649.717113	1044.261597
1356	2649.256258	1044.103625
1357	2647.839746	1043.618517
1358	2647.021199	1043.325629
1359	2646.328502	1042.958797
1360	2645.474609	1042.569975
1361	2645.211376	1042.45946
1362	2644.710875	1042.200628
1363	2644.481815	1042.10394
1364	2644.216234	1041.993877
1365	2643.694762	1041.716224
1366	2643.393254	1041.50639
1367	2643.030095	1041.293228
1368	2642.718462	1041.156218
1369	2641.851562	1040.807176
1370	2641.45388	1040.63091
1371	2641.182031	1040.48133
1372	2640.76242	1040.235855
1373	2638.39267	1039.259028
1374	2637.009214	1038.69625
1375	2636.382942	1038.414926
1376	2636.07033	1038.26879
1377	2635.711706	1038.09725
1378	2635.500056	1038.015027
1379	2635.146009	1037.868547
1380	2634.923628	1037.771799
1381	2634.378298	1037.549873
1382	2633.926348	1037.381747
1383	2633.046104	1036.849939
1384	2632.888643	1036.791944
1385	2632.150695	1036.385678
1386	2631.246688	1035.950258
1387	2631.005778	1035.864011
1388	2629.189149	1035.179751
1389	2628.62311	1034.909883
1390	2628.149861	1034.671354
1391	2627.007439	1034.077968
1392	2626.529751	1033.861665
1393	2626.403618	1033.824184
1394	2625.457992	1033.4613
1395	2625.156916	1033.304656
1396	2624.915825	1033.209981
1397	2624.455986	1033.041182
1398	2624.203804	1032.89584
1399	2624.056692	1032.826373
1400	2623.909706	1032.769475
1401	2623.507466	1032.593411
1402	2623.338068	1032.520119
1403	2623.059025	1032.392093
1404	2622.193461	1032.096625
1405	2620.088864	1031.357112
1406	2619.686446	1031.174256
1407	2619.334035	1030.895529
1408	2619.070189	1030.777816
1409	2618.853152	1030.666332
1410	2618.169472	1030.284104
1411	2616.365296	1029.346302
1412	2615.267451	1029.013052
1413	2614.907498	1028.866487
1414	2614.193957	1028.534784
1415	2613.389991	1028.119339
1416	2613.150787	1028.054273
1417	2612.631258	1027.776713
1418	2612.213653	1027.604214
1419	2611.359323	1027.322189
1420	2610.630253	1026.994787
1421	2610.307571	1026.85919
1422	2609.854537	1026.742761
1423	2608.962831	1026.371858
1424	2608.704191	1026.283536
1425	2607.612266	1025.82374
1426	2607.245081	1025.672404
1427	2607.091778	1025.618772
1428	2606.679719	1025.421629
1429	2605.608018	1024.921997
1430	2605.444229	1024.866827
1431	2604.965873	1024.69836
1432	2604.310008	1024.36917
1433	2602.248232	1023.577995
1434	2600.089454	1022.740585
1435	2599.968672	1022.690823
1436	2599.51375	1022.466629
1437	2597.924873	1021.687861
1438	2597.689762	1021.592681
1439	2596.911436	1021.295146
1440	2596.38298	1021.044126
1441	2596.222361	1020.92707
1442	2595.783846	1020.745015
1443	2595.518993	1020.650551
1444	2594.577554	1020.314721
1445	2594.272044	1020.206023
1446	2592.452945	1019.221721
1447	2590.236562	1018.324807
1448	2589.12966	1017.911289
1449	2588.449881	1017.510424
1450	2587.940567	1017.293069
1451	2587.566327	1017.116144
1452	2587.189554	1016.978478
1453	2586.537049	1016.708663
1454	2585.459968	1016.297254
1455	2584.671581	1015.764366
1456	2584.048781	1015.437181
1457	2583.861116	1015.331431
1458	2583.188653	1015.118254
1459	2582.39153	1014.824476
1460	2581.114157	1014.338425
1461	2580.71778	1014.10322
1462	2580.359243	1013.876309
1463	2578.299544	1012.985426
1464	2577.802387	1012.693921
1465	2576.149037	1012.097952
1466	2575.670337	1011.866511
1467	2575.346996	1011.746392
1468	2574.553022	1011.414431
1469	2574.244373	1011.286509
1470	2573.545044	1011.048949
1471	2573.332071	1010.97155
1472	2573.180684	1010.915163
1473	2572.916555	1010.754951
1474	2572.064654	1010.419181
1475	2571.785646	1010.287528
1476	2571.075524	1009.943144
1477	2570.261789	1009.579507
1478	2569.261558	1009.272636
1479	2568.77247	1009.067321
1480	2568.010073	1008.77488
1481	2567.381919	1008.539143
1482	2566.843192	1008.325104
1483	2565.574222	1007.923247
1484	2564.802749	1007.461284
1485	2562.899716	1006.216779
1486	2562.635202	1006.076968
1487	2562.275334	1005.921342
1488	2561.661722	1005.619859
1489	2561.048614	1005.340956
1490	2559.562071	1004.665315
1491	2558.651458	1004.365429
1492	2558.170403	1004.134676
1493	2557.750404	1003.845768
1494	2556.061739	1003.178935
1495	2555.559679	1002.939212
1496	2554.944797	1002.701945
1497	2554.187152	1002.287982
1498	2553.941956	1002.225285
1499	2553.353461	1001.986113
